Session campaign,Session source / medium,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Revenue
Instagram Paid Ad - Weekend offers pure-paw-paw - 11/05/2023 - 13/05/2023,Instagram Paid Ad - Weekend offers pure-paw-paw - 11/05/2023 - 13/05/2023 / Paid Ad,2,2,1,4,0.5,3.5,0.5,7,2,1,0
Instagram ads - Health and Wellness - Health supplements - 10/07/2024 - 30/12/2024,Instagram ads - Health and Wellness - Health supplements - 10/07/2024 - 30/12/2024 / Ads,2,2,2,6,1,3.5,1,7,2,1,0
Instagram paid ad - aMagazine offer - health & wellness - 13-21 Nov 2023,Instagram paid ad - Magazine offer - health & wellness - 13-21 Nov 2023 / paid ad,2,2,1,4,0.5,3.5,0.5,7,2,1,0
Instagram paid ads - Weekend offers - NAN - 09/01/2025 - 11/01/2025,Instagram paid ads - Weekend offers - NAN - 09/01/2025 - 11/01/2025 / Paid ad,2,2,1,5,0.5,3.5,0.5,7,2,1,0
Instagram paid ads - Weekend offers - Omron - 09/01/2025 - 11/01/2025,Instagram paid ads - Weekend offers - Omron - 09/01/2025 - 11/01/2025 / Paid ad,2,3,0,0,0,2.333333333,0,7,3,1,0
Instagram story - Beauty Care - Cosrx - 05/02/2024,Snapchat / Story,2,2,1,5,0.5,3.5,0.5,7,2,1,0
Jamieson - Tik Tok- 10/02/2025,Jamieson - Tik Tok- 10/02/2025 / Paid Ad,2,2,1,0.5,0.5,3.5,0.5,7,2,1,0
Mailchimp - AR Multiple Effects Try it on - 21/01/2022,Mailchimp - AR Multiple Effects Try it on - 21/01/2022 / mail,2,2,0,0,0,3.5,0,7,2,1,0
Mailchimp - Magazine offers - 10-23 June - payot 1+1,Mailchimp - Magazine offers - 10-23 June - payot 1+1 / mail,2,2,1,0,0.5,3.5,0.5,7,3,1,0
Mailchimp - Magazine offers - 25 Sep - 10 Oct -omron-wellmiel,Mailchimp - Magazine offers - 25 Sep - 10 Oct -omron-wellmiel / paid ad,2,2,0,2,0,3.5,0,7,2,1,0
Mailchimp - Personal care - 11-21 Feb 2022 - Ohwhite 1+1,Mailchimp - Personal care - 11-21 Feb 2022 - Ohwhite 1+1 / Email,2,2,0,4.5,0,3.5,0,7,2,1,0
Mailchimp - September Spot Offers - Nivea 2nd PCS 93 Halalas - 13/09/2023,Mailchimp - September Spot Offers - Nivea 2nd PCS 93 Halalas - 13/09/2023 / Email,2,2,1,28.5,0.5,3.5,0.5,7,2,1,0
Mailchimp - Weekend offers - 06-08 Oct - brazil protein 1+1,Mailchimp - Weekend offers - 06-08 Oct - brazil protein 1+1 / mail,2,2,0,0,0,3.5,0,7,2,1,0
Mailchimp - Weekend offers - 10-12 Nov - meridol 1+1,Mailchimp - Weekend offers - 10-12 Nov - meridol 1+1 / mail,2,2,2,248.5,1,3.5,1,7,2,1,0
Mailchimp - Weekend offers - 31 March - 02 April - Nemr Royal 1+1,Mailchimp - Weekend offers - 31 March - 02 April - Nemr Royal 1+1 / mail,2,2,1,3,0.5,3.5,0.5,7,2,1,0
Mailchimp - Weekend offers - kaminomoto - 04/05/2023 - 06/05/2023,Mailchimp - Weekend offers - kaminomoto - 04/05/2023 - 06/05/2023 / mail,2,2,1,0,0.5,3.5,0.5,7,2,1,0
Medical Device Magazine - Accu Chek Diabetic Pain-Free Lancets - 224568,Medical Device Magazine - Accu Chek Diabetic Pain-Free Lancets - 224568 / Medical Device Magazine,2,2,1,619,0.5,3.5,0.5,7,2,1,0
Medical Device Magazine - Beurer Thermometer Ft09/1 - 200649,Medical Device Magazine - Beurer Thermometer Ft09/1 - 200649 / Medical Device Magazine,2,2,2,2,1,3.5,1,7,2,1,0
Medical Device Magazine - Presense Ovulation Tests - 232324,Medical Device Magazine - Presense Ovulation Tests - 232324 / Medical Device Magazine,2,3,0,0,0,2.333333333,0,7,3,1,0
Programmatic ads - Back to school - 05/08/2024,google / cpc,2,2,1,13.5,0.5,3.5,0.5,7,2,1,0
Snapchat Paid Ad - Magazine offers - johnsonbaby -,Magazine / Snapchat Paid Ad - Magazine offers - Sanosan- 17/03/2025 - 31/03/2025,2,2,2,71,1,3.5,1,7,2,1,0
Snapchat Paid Ad - Store Locator - Special List - Special Offer For Discounters - 14/01/2024 - 22/01/2024,Snapchat Paid Ad - Store Locator - Special List - Special Offer For Discounters - 14/01/2024 - 22/01/2024 / Paid Ad,2,2,1,9,0.5,3.5,0.5,7,2,1,0
Snapchat Paid Ad - Weekend offers - MOMCOZY - 27/01/2025 - 01/02/2025,Snapchat Paid Ad - Weekend offers - MOMCOZY - 27/01/2025 - 01/02/2025 / Paid Ad,2,2,1,27.5,0.5,3.5,0.5,7,2,1,0
Snapchat Paid Ad - Weekend offers - Tena - 17/04/2025 - 19/04/2025,Paid Ad / Snapchat,2,2,1,5.5,0.5,3.5,0.5,7,2,1,0
Snapchat paid ad - Baby killer - 11-13 Dec - pampers - 401261,Snapchat paid ad - Baby killer - 11-13 Dec - pampers - 401261 / paid ad,2,2,1,2.5,0.5,3.5,0.5,7,2,1,0
Social Media Paid Ads - BUBCHEN 2+2 - 25 Jan-11 Feb,Social Media Paid Ads - BUBCHEN 2+2 - 25 Jan-11 Feb / Paid Ad,2,2,0,0,0,3.5,0,7,2,1,0
Tik Tok Paid Ad - Weekend offers - Baby Care - 27/04/2025 - 03/05/2025,Tik Tok Paid Ad - Weekend offers - Baby Care - 27/04/2025 - 03/05/2025 / Weekend,2,2,1,20.5,0.5,3.5,0.5,7,2,1,0
TikTok+Paid+Ad+-+Weekend+offers+-+Personal+care+-+20/02/2025+-+22/02/2025,TikTok+Paid+Ad+-+Weekend+offers+-+Personal+care+-+20/02/2025+-+22/02/2025 / Paid+Ad,2,2,0,5,0,3.5,0,7,2,1,0
Vita Liberata - 31/10/2021,social / social,2,2,1,3,0.5,3.5,0.5,7,2,1,0
Youtube paid ad - septofort 105249 - 28/09/2023,Youtube paid ad - septofort 105249 - 28/09/2023 / Paid ad,2,3,0,0,0,2.333333333,0,7,3,1,0
Zbvyduvzc - Zbtbmvaf baafe - 58 Zbl - 30 Wha - W&W 53% baa,Zbvyduvzc - Zbtbmvaf baafe - 58 Zbl - 30 Wha - W&W 53% baa / mail,2,2,0,2.5,0,3.5,0,7,2,1,0
snapchat Paid Ad - Magazine offers - martians - 13/12/2024 - 23/12/2024,snapchat Paid Ad - Magazine offers - martians - 13/12/2024 - 23/12/2024 / paid ad,2,2,2,9.5,1,3.5,1,7,2,1,0
(not set),Meta-SiteLink-3 / (not set),2,2,1,12.5,0.5,3,0.5,6,2,1,0
(referral),251c52ec-01d8-4cfc-a929-6ba3a7f23ad7.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),38049e2c-6493-4b2e-9daa-8b068e89d25c.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),4f9e48e2-b040-4984-935c-df7cb4b70736.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),5dd2e1e3-015f-11ea-ad56-9cb6d0d995f7.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),5dd2eb21-015f-11ea-ad56-9cb6d0d995f7.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),5dd38cf3-015f-11ea-ad56-9cb6d0d995f7.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),5fd0d666-a3c2-4133-b379-68dd906aba12.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),9c5c8f1c-1a95-11ea-bd39-9cb6d0d995f7.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),ak.oponame.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),almrj3.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),app.awfar.io / referral,2,2,1,32,0.5,3,0.5,6,2,1,0
(referral),ar.namemc.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),bashritk.com / referral,2,2,1,0,0.5,3,0.5,6,2,1,0
(referral),brainly.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),butternutbakeryblog.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),calendarr.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),d9.tikaat.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),e0867e86-e444-44c8-894d-f2fcb875a31b.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),f1a2e68b-413f-4ed0-896c-e14bd97e30c3.poki-gdn.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),f8.articlesknight.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),geo2.dailymotion.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),haraj.com.sa / referral,2,3,0,0,0,2,0,6,3,1,0
(referral),healthandwealthqr.blogspot.com / referral,2,2,2,38.5,1,3,1,6,2,1,0
(referral),inftab.com / referral,2,2,0,3.5,0,3,0,6,2,1,0
(referral),investopedia.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),k1.yalla-live.onl / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),khaberni.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),kooora365.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),m.kooora.com / referral,2,2,1,1.5,0.5,3,0.5,6,2,1,0
(referral),mechanicbase.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),mightytechy.com / referral,2,2,0,2,0,3,0,6,2,1,0
(referral),mobile.farfeshplus.online / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),mt.start.fyi / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),nl.search.yahoo.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),partner.googleadservices.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),qw.gamertak.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),tamiltvserial.net / referral,2,2,1,1,0.5,3,0.5,6,3,1,0
(referral),tastesbetterfromscratch.com / referral,2,2,0,0,0,3,0,6,2,1,0
(referral),tviplayer.iol.pt / referral,2,2,0,0,0,3,0,6,2,1,0
1.20E+17,fb-SiteLink-179-0 / paid,2,2,0,0,0,3,0,6,2,1,0
1.20E+17,fb-SiteLink-688-3 / paid,2,2,0,0,0,3,0,6,2,1,0
50 iPhone Campaign-Instagram Post-9/11/2022â€‹,50 iPhone Campaign-instagram Post-9/11/2022 / Instagram Post,2,2,0,0,0,3,0,6,2,1,0
6.62E+12,ig / paid,2,2,0,0,0,3,0,6,2,1,0
Accelerate - Snapchat paid ad - Magazine offer - 08-11 Jun - Omegat 2+2,Accelerate - Snapchat paid ad - Magazine offer - 08-11 Jun - Omegat 2+2 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Adventure - Snapchat paid ad - Magazine offer - 08-11 Jun - beurer 20-25 off,Adventure - Snapchat paid ad - Magazine offer - 08-11 Jun - beurer 20-25 off / paid ad,2,2,0,0,0,3,0,6,2,1,0
Amara-Influencer-18-03-2021,social/influencer / social/influencer,2,2,0,0,0,3,0,6,2,1,0
Criteo ads - Paid Ad - Arbahi - 06-09-2024 - 24-09-2024,(not set) / Criteo ads,2,2,0,0,0,3,0,6,2,1,0
Emarsys - Weekend offers - Beauty care - QV - 17/10/2024 - 19/10/2024,Emarsys - Weekend offers - Beauty care - QV - 17/10/2024 - 19/10/2024 / mail,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Exclusive online - 24 Aug - 01 Sep - Pampers 80% on 2nd,Facebook Paid Ad - Exclusive online - 24 Aug - 01 Sep - Pampers 80% on 2nd / Facebook Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Magazine Offers - 9-20 September - Beauty Gummies 2+1,Facebook Paid Ad - Magazine Offers - 9-20 September - Beauty Gummies 2+1 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Magazine offer - Avene 1+1 - 11-17 June 2021,Facebook Paid Ad - Magazine offer - Avene 1+1 - 11-17 June 2021 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Magazine offers - Huggies - 24/02/2025 - 08/03/2025,Facebook Paid Ad - Magazine offers - Huggies - 24/02/2025 - 08/03/2025 / Magazine,2,2,2,4.5,1,3,1,6,2,1,0
Facebook Paid Ad - Magazine offers - KOLESTON - 24/02/2025 - 08/03/2025,Facebook Paid Ad - Magazine offers - KOLESTON - 24/02/2025 - 08/03/2025 / Magazine,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Magazine offers - Personal Care - Always - 24/11/2024 - 30/11/20,Facebook Paid Ad - Magazine offers - Personal Care - Always - 24/11/2024 - 30/11/2024 / Magazine,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Vaseline 1+1 1 - 3 Apr 2021,Facebook Paid Ad - Vaseline 1+1 1 - 3 Apr 2021 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Weekend Offers - 06-08 January - Vaseline 1+1,Facebook Paid Ad - Weekend Offers - 06-08 January - Vaseline 1+1 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Weekend offers - cantu - 17-19 Nov,Facebook Paid Ad - Weekend offers - cantu - 17-19 Nov / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Facebook Paid Ad - Weekend offers - pert- 20/02/2025 - 22/02/2025,Paid Ad / Facebook,2,2,0,1,0,3,0,6,2,1,0
Facebook paid ad - Personal care - Hand Wash - 13/10/2024,Facebook paid ad - Personal care - Hand Wash - 13/10/2024 / paid ad,2,2,1,22.5,0.5,3,0.5,6,2,1,0
Facebook paid ads - Weekend offers - Personal care - 21/11/2024 - 23/11/2024,Facebook paid ads - Weekend offers - Personal care - 21/11/2024 - 23/11/2024 / Paid ads,2,2,1,0,0.5,3,0.5,6,2,1,0
Influencer - Saudi Panther -Try me service - 22/11/2023,Influencer - Saudi Panther -Try me service - 22/11/2023 / Post/Video/Story/Reel,2,2,0,0,0,3,0,6,2,1,0
Influencer - Waad Al Turki - Eid campaign - contest page - 17/04/2022,Influencer - Waad Al Turki - Eid campaign - contest page - 17/04/2022 / Post/video/story,2,2,0,0,0,3,0,6,2,1,0
Influencer - Yara Alnamlah - AR Skin analysis - 23/01/2022,Influencer - Yara Alnamlah - AR Skin analysis - 23/01/2022 / Influencer,2,2,0,0,0,3,0,6,2,1,0
Influencer 2 - Dawaok - 13/11/2023,Influencer 2 - Dawaok - 13/11/2023 / Post/Video/Story/Reel,2,2,0,0,0,3,0,6,2,1,0
Influencer 2 - Eid Campaign -04/04/20223,Influencer 2 - Eid Campaign -04/04/20223 / Video/post/story,2,2,0,0,0,3,0,6,2,1,0
Influencer 3 - Dawaok - 13/11/2023,Influencer 3 - Dawaok - 13/11/2023 / Post/Video/Story/Reel,2,2,0,0,0,3,0,6,2,1,0
Influencer 4 - Dawaok - 13/11/2023,Influencer 4 - Dawaok - 13/11/2023 / Post/Video/Story/Reel,2,2,0,0,0,3,0,6,2,1,0
Influencer 5 - Dawaok - 13/11/2023,Influencer 5 - Dawaok - 13/11/2023 / Post/Video/Story/Reel,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Al Rajhi Campaign - 24/10/2024 - 30/10/2024,Instagram Paid Ad - Al Rajhi Campaign - 24/10/2024 - 30/10/2024 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Baby Killer offer - Pamapers 25/07/2022,Instagram Paid Ad - Baby Killer offer - Pamapers 25/07/2022 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Flash Offers - Beauty Care - March Wave - 01/03/2024 - 31/03/2024,Instagram Paid Ad - Flash Offers - Beauty Care - March Wave - 01/03/2024 - 31/03/2024-SiteLink-1 / Paid Ad,2,2,2,8,1,3,1,6,2,1,0
Instagram Paid Ad - Magazine Offers - Health,Instagram Paid Ad - Magazine Offers - Health / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Magazine offers - 23 Dec - 07 Jan - Cetaphil 60% 0n 2nd,Instagram Paid Ad - Magazine offers - 23 Dec - 07 Jan - Cetaphil 60% 0n 2nd / paid ad,2,2,1,0,0.5,3,0.5,6,2,1,0
Instagram Paid Ad - Magazine offers - 25 Dec-10 Jan - Keratin Therapy 1+1,Instagram Paid Ad - Magazine offers - 25 Dec-10 Jan - Keratin Therapy 1+1 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Magazine offers - Personal Care - 13/04/2025 - 23/04/2025,Paid ad / Instagram,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Magazine offers - Personal care - 24/04/2025 - 07/05/2025,Instagram Paid Ad - Magazine offers - Personal care - 24/04/2025 - 07/05/2025 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Mask - 25/03/2025,Instagram Paid Ad - Mask - 25/03/2025 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Private Label - PVL - toddies - 24/03/2024 - 31/06/2024,Instagram Paid Ad - Private Label - PVL - toddies - 24/03/2024 - 31/06/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Weekend offers - 07-09 April - listerine 1+1,Instagram Paid Ad - Weekend offers - 07-09 April - listerine 1+1 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Weekend offers - Avene - 06/03/2025 - 08/03/2025,Instagram Paid Ad - Weekend offers - Avene - 06/03/2025 - 08/03/2025 / Paid Ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid Ad - Weekend offers - FILORGA - 27/05/2025 - 02/06/2025,Instagram Paid Ad - Weekend offers - FILORGA - 27/05/2025 - 02/06/2025 / Paid Ad,2,2,1,0,0.5,3,0.5,6,2,1,0
Instagram Paid Story - Flash Offers - March Wave - 01/03/2024 - 31/03/2023,Instagram Paid Story - Flash Offers - March Wave - 01/03/2024 - 31/03/2023 / Paid Story,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid ad - Baby care - Similac - 24/11/2024 - 05/12/2024,Instagram Paid ad - Baby care - Similac - 24/11/2024 - 05/12/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Paid post - Best Baby Diapers Deals - 26/10/2023 - 31/10/2023,Instagram Paid post - Best Baby Diapers Deals - 26/10/2023 - 31/10/2023 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Instagram Story - Colgate - 13/10/2023,Instagram Story - Colgate - 13/10/2023 / Instagram Story,2,2,0,0,0,3,0,6,2,1,0
Instagram Story - Sofy - 20/02/2025,Instagram Story - Sofy - 20/02/2025 / Story,2,2,0,1,0,3,0,6,2,1,0
Instagram paid ad - Brufen 400 mg tab - 03/11/2022 - 03/01/2027,Instagram paid ad - Brufen 400 mg tab - 03/11/2022 - 03/01/2023 / Instagram paid ad,2,2,0,0,0,3,0,6,2,1,0
Instagram paid ads - Weekend offers - Baby Care - 23/01/2025 - 25/01/2025,Instagram paid ads - Weekend offers - Baby Care - 23/01/2025 - 25/01/2025 / Paid ad,2,2,0,0,0,3,0,6,2,1,0
Instagram story - Freshdays 30% on 2nd - 12/06/2023,Instagram story - Freshdays 30% on 2nd - 12/06/2023 / video/post/story,2,2,0,0,0,3,0,6,2,1,0
LS_MundiPharma_KSA_FEM_WomensDay_Display_Eng_336x280_Expat,DV360 / Display,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=71fdujc2G_giP-_EFEyUCb7T0ZhqMzMF61sbbzJWv6BGwBmU7RIFugI3qbGsgaZ8x1bghtOANaa6Pc3tvMC9fJtP86-l8m1QD2eeHvsVC6JpmkbzlfcAcVAoVbXd1dxKrhgkTwkpTrpIQ3ItfrsC_kQ,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=76-Iyokcj5ReQKExGZ2ZNfoweYox8nhKngVlxSKOA-UadyvywwQa14l0zP5lL2pzdTW4r7jeTGNvOx_BrTtsa00__kAcEnte00zUO-1lJIItSvs_Udu01irTAWuENxPH4a7csx7euyC65U2Wd8oFKxDn1stETY_0c_TpB2RqF4ss,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=78juNDgM1Kk5KOyeSA1SKWJygiwuNPSdxGTQSBlXRqFc_GMFwlKWXanYn7fzlPcOQSfgKPxgzj8K4Yj9G6sxdVQNzlFThP3Fx7nQecFtqzGZDTDfR8qfyFB0rwam4xkwJgLR7pnoV5_orFLyFPfUWMA,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=7HXwvXuoP8vFLFmnvlJb5wKYpVtJqAMcFgrhR-0ZKguchpWiVEYox0d0s28QCQywCRWv59-uEzbhlcG72A9EY7whwmdbpzsrJ82_G0RY7CNlFLaIbGamD7d10-Vme9ZkFA5VYAN8sqtqD7rfJ7P-2yA,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=7Pv081xcJlo1wzweAV7F3YD5qKy6jh0isT6hyoSpCUvRCYNAb2GqLsA82qYCxWKVoWC-PzsVLkIq-B00PUMldIqWz1ruA2MtnmJ33ANSJN4NL1jDWEeGoLFllR8Fe5PTzlITovhzMTP6JY8P3B3XLQQ,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=7fDwaPNqFQD-TvHwmD5YGfzproLt3xwr4-BBP1m6Fv0LiSuqjJIMgWLjI1dxuGNmmeVVm2lmGga2FOIn8skSN_dtD_7RXlkmrFRNzyLwECvi6rrXBNuzyYEJY7zq5WwHujFW8CZrExJIQ6DghQo-Vm3WvXNNb9e0CgUuagE1NT3o,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=7lONUey73be0gINSGaFsw-xjD-hU4ZD6XoufCq9P9rZAwNAqCJUx7fNjmsHQkgfXGAoieaWasJ0VIsyCqljX8vbed8Ce-y87E1rYUKfc7pJjxPSKWqtFzKzYTaMQ3TrTBaJPg77BHjuNpLO3bbNkPdg,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Locala ads - Back to school - 07/08/2024?ib=7s2hjSh7oCLcuJsHgLPYR5QScbegax6RPGdMpN8483N1kaqlZjldjuk1xZJ9QxH5FYBZHUqWLuwMRTaIgtqcUj6EhtttH2RArfFD7BY-r94uR0kEhDafmMazSG79B-0q8vfRuWKhZhwtkjwgIEPFwwWpxdECj3vcypIzPlHnAy2E,Locala ads - Back to school - 07/08/2024 / paid ad,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Baby offers - 1-12 Dec - Otimo 50% on 2nd,Mailchimp - Baby offers - 1-12 Dec - Otimo 50% on 2nd / Email,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Magazine - 10-23 June 2022,Mailchimp - Magazine - 10-23 June 2022 / Email,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Magazine offers - 07-18 May - SVR 1+1,Mailchimp - Magazine offers - 07-18 May - SVR 1+1 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Magazine offers - 24 Aug - 06 Sept - marnys 1+1,Mailchimp - Magazine offers - 24 Aug - 06 Sept - marnys 1+1 / Email,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Magazine offers - 24 July - 10 August - beurer 50% off,Mailchimp - Magazine offers - 24 July - 10 August - beurer 50% off / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Magazine offers - 24 June - 09 July - klorane 1+1,Mailchimp - Magazine offers - 24 June - 09 July - klorane 1+1 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Magazine offers - 25 Sep - 10 Oct -folten-retinol,Mailchimp - Magazine offers - 25 Sep - 10 Oct -folten-retinol / paid ad,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - PC Weekend offers - 24-26 March 2022 - Precious 1+1,Mailchimp - PC Weekend offers - 24-26 March 2022 - Precious 1+1 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Pharmaton Marketing Email - 12/04/2022,Mailchimp - Pharmaton Marketing Email - 12/04/2022 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Unilever Skin Cleansing - 11/08/2022 - 23/08/2022,Mailchimp - Unilever Skin Cleansing - 11/08/2022 - 23/08/2022 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Weekend offers - 09-11 June - maui 1+1,Mailchimp - Weekend offers - 09-11 June - maui 1+1 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Weekend offers - 13-15 Oct - Bioderma 40% off,Mailchimp - Weekend offers - 13-15 Oct - Bioderma 40% off / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Weekend offers - 18-20 August - meridol 1+1,Mailchimp - Weekend offers - 18-20 August - meridol 1+1 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Weekend offers - 21-23 July - meridol 1+1,Mailchimp - Weekend offers - 21-23 July - meridol 1+1 / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp - Weekend offers - 25-27 August - anivagene 50% off,Mailchimp - Weekend offers - 25-27 August - anivagene 50% off / mail,2,2,0,0,0,3,0,6,2,1,0
Mailchimp -White Friday offers -15-30Nov,Email / (not set),2,2,0,0,0,3,0,6,2,1,0
Mailchimp Personal Care Weekend Offers 22-24 July - Egyptian Magic 1+1,Mailchimp Personal Care Weekend Offers 22-24 July - Egyptian Magic 1+1 / Email,2,2,0,0,0,3,0,6,2,1,0
Mailchmail - Weekend offers - 15-17 September - organyc 1+1,Mailchmail - Weekend offers - 15-17 September - organyc 1+1 / mail,2,2,0,0,0,3,0,6,2,1,0
New video | testing | 9\12\2024,ig / Instagram_Reels,2,2,0,0,0,3,0,6,2,1,0
Offer+blocks+-+Ar+-health+and+wellness+-+05/08/2024,Offer+blocks+-+Ar+-health+and+wellness+-+05/08/2024 / blocks,2,2,1,0,0.5,3,0.5,6,2,1,0
QR Code - E-commerce Magazine - EN - Check up your skin - Skin Analysis,QR Code - E-commerce Magazine - EN - Check up your skin - Skin Analysis / QR code,2,2,0,0,0,3,0,6,2,1,0
QR code - SFDA - Ronzac - Ronzavit Biotin,QR code - SFDA - Ronzac - Ronzavit Biotin / QR code,2,2,0,0,0,3,0,6,2,1,0
QR code - SFDA - Ronzac - Ronzavit L-arginin,QR code - SFDA - Ronzac - Ronzavit L-arginin / QR code,2,2,0,0,0,3,0,6,2,1,0
SMS - Ayidehum Campaign 25 April - 1 May 2022,SMS - Ayidehum Campaign 25 April - 1 May 2022 / SMS,2,2,0,0,0,3,0,6,2,1,0
SMS - Kanaf Campaign - 23 March - 23 April 2022,SMS - Kanaf Campaign - 23 March - 23 April 2022 / SMS,2,2,0,0,0,3,0,6,2,1,0
Semi Delino Brand - 13/10/2020,social / social,2,2,0,0,0,3,0,6,2,1,0
Slider 1 - Banner 4 - EN - baby care - Clarity - 15/08/2024 - 25/08/2024,Slider 1 - Banner 4 - EN - baby care - Clarity - 15/08/2024 - 25/08/2024 / banner,2,3,0,0,0,2,0,6,3,1,0
